;codgeo;libgeo;date_arrete;nb_vp_rechargeables_el;nb_vp_rechargeables_gaz;nb_vp
298446;71308;MONTCEAUX-RAGNY;2021-12-31;0;0;68
298447;71309;MONTCENIS;2021-06-30;13;0;2264
298450;71311;MONTCONY;2023-03-31;2;0;278
298456;71312;MONTCOY;2023-03-31;2;0;307
298461;71313;MONTHELON;2022-12-31;2;0;416
298464;71314;MONTJAY;2023-03-31;0;0;239
298469;71315;MONT-LÈS-SEURRE;2023-03-31;1;0;210
298471;71316;MONTMELARD;2022-09-30;2;0;399
298472;71317;MONTMORT;2022-06-30;1;0;219
298476;71318;MONTPONT-EN-BRESSE;2022-12-31;11;0;1458
298480;71319;MONTRET;2022-09-30;5;0;847
298484;71320;MONT-SAINT-VINCENT;2022-06-30;5;0;321
298486;71321;MOREY;2023-03-31;1;0;244
298489;71322;MORLET;2022-12-31;0;0;82
298492;71323;MORNAY;2021-09-30;1;0;205
298494;71324;MOROGES;2021-09-30;2;0;740
298496;71325;LA MOTTE-SAINT-JEAN;2022-09-30;8;0;1404
298498;71326;MOUTHIER-EN-BRESSE;2022-12-31;2;0;547
298504;71327;MUSSY-SOUS-DUN;2022-09-30;3;0;417
298506;71328;NANTON;2021-12-31;2;0;761
298509;71329;NAVILLY;2022-12-31;5;0;521
298516;71330;NEUVY-GRANDCHAMP;2023-03-31;3;0;808
298521;71331;NOCHIZE;2022-12-31;1;0;111
298527;71333;OSLON;2022-09-30;11;0;1310
298532;71334;OUDRY;2023-03-31;1;0;507
298536;71335;OUROUX-SOUS-LE-BOIS-SAINTE-MARIE;2022-12-31;0;0;74
298540;71336;OUROUX-SUR-SAÔNE;2023-03-31;38;0;3427
298543;71337;OYÉ;2022-09-30;4;0;351
298548;71338;OZENAY;2022-06-30;1;0;284
298551;71339;OZOLLES;2022-06-30;1;0;512
298553;71340;PALINGES;2022-12-31;13;0;1636
298556;71341;PALLEAU;2022-12-31;3;0;257
298561;71342;PARAY-LE-MONIAL;2023-03-31;73;1;8220
298565;71343;PARIS-L'HÔPITAL;2023-03-31;7;0;304
298575;71346;PERRECY-LES-FORGES;2021-06-30;4;0;1732
298576;71347;PERREUIL;2021-03-31;2;0;598
298578;71348;PERRIGNY-SUR-LOIRE;2021-12-31;2;0;149
298582;71349;LA PETITE-VERRIÈRE;2021-12-31;0;0;63
298587;71350;PIERRECLOS;2023-03-31;9;0;915
298588;71351;PIERRE-DE-BRESSE;2023-03-31;12;2;2177
298591;71352;LE PLANOIS;2022-12-31;0;0;108
298595;71353;PLOTTES;2023-03-31;5;0;578
298596;71354;POISSON;2021-03-31;0;0;622
298598;71355;PONTOUX;2023-03-31;6;0;331
298599;71356;POUILLOUX;2021-12-31;8;0;1081
298601;71357;POURLANS;2022-09-30;1;0;236
298604;71358;PRESSY-SOUS-DONDIN;2022-06-30;0;0;135
298608;71359;PRÉTY;2022-12-31;6;0;664
298612;71360;PRISSÉ;2022-09-30;27;0;2184
298614;71361;PRIZY;2022-12-31;0;0;74
298617;71362;PRUZILLY;2022-09-30;7;0;331
298620;71363;LE PULEY;2023-03-31;1;0;122
298623;71365;RANCY;2022-12-31;5;0;708
298624;71366;RATENELLE;2022-12-31;4;0;433
298628;71367;RATTE;2022-09-30;2;0;486
298634;71368;RECLESNE;2022-09-30;2;0;396
298640;71369;REMIGNY;2022-09-30;4;0;472
298644;71370;RIGNY-SUR-ARROUX;2022-12-31;5;0;714
298648;71371;LA ROCHE-VINEUSE;2023-03-31;23;0;1601
298653;71372;ROMANÈCHE-THORINS;2023-03-31;37;0;2056
298655;71373;ROMENAY;2022-06-30;13;0;2001
298663;71376;ROUSSILLON-EN-MORVAN;2023-03-31;7;0;390
298665;71377;ROYER;2022-03-31;3;0;142
298667;71378;RULLY;2022-06-30;25;0;1713
298675;71380;SAILLENARD;2021-06-30;3;0;892
298690;71383;SAINT-ALBAIN;2022-12-31;5;0;608
298695;71384;SAINT-AMBREUIL;2023-03-31;5;0;524
298696;71385;SAINT-AMOUR-BELLEVUE;2021-12-31;7;0;574
298700;71386;SAINT-ANDRÉ-EN-BRESSE;2022-03-31;0;0;141
298702;71387;SAINT-ANDRÉ-LE-DÉSERT;2022-06-30;1;0;311
298704;71388;SAINT-AUBIN-EN-CHAROLLAIS;2022-06-30;3;0;547
298707;71389;SAINT-AUBIN-SUR-LOIRE;2021-12-31;0;0;288
298710;71390;SAINT-BERAIN-SOUS-SANVIGNES;2022-06-30;4;0;1142
298711;71391;SAINT-BÉRAIN-SUR-DHEUNE;2021-12-31;4;0;648
298716;71392;SAINT-BOIL;2022-12-31;9;0;582
298719;71393;SAINT-BONNET-DE-CRAY;2021-09-30;6;0;541
298725;71395;SAINT-BONNET-DE-VIEILLE-VIGNE;2023-03-31;1;0;270
298730;71396;SAINT-BONNET-EN-BRESSE;2023-03-31;0;0;641
298738;71398;SAINT-CHRISTOPHE-EN-BRESSE;2022-09-30;11;0;1276
298744;71399;SAINT-CHRISTOPHE-EN-BRIONNAIS;2023-03-31;6;0;580
298747;71400;SAINT-CLÉMENT-SUR-GUYE;2023-03-31;5;0;173
298753;71402;SAINT-CYR;2022-06-30;7;0;893
298758;71403;SAINT-DENIS-DE-VAUX;2022-12-31;4;0;287
298760;71404;SAINT-DÉSERT;2022-09-30;12;0;1003
298764;71405;SAINT-DIDIER-EN-BRESSE;2022-12-31;2;0;239
298768;71406;SAINT-DIDIER-EN-BRIONNAIS;2022-09-30;0;0;165
298770;71407;SAINT-DIDIER-SUR-ARROUX;2021-03-31;1;0;279
298775;71408;SAINT-EDMOND;2022-09-30;5;0;448
298778;71409;SAINT-ÉMILAND;2022-12-31;4;0;374
298780;71410;SAINT-ÉTIENNE-EN-BRESSE;2023-03-31;3;0;1006
298782;71411;SAINT-EUGÈNE;2022-06-30;2;0;224
298792;71414;SAINT-FORGEOT;2022-12-31;2;0;526
298799;71416;SAINT-GENGOUX-DE-SCISSÉ;2021-09-30;1;0;656
298804;71417;SAINT-GENGOUX-LE-NATIONAL;2023-03-31;18;0;1089
298806;71419;SAINT-GERMAIN-DU-BOIS;2023-03-31;27;1;2102
298810;71420;SAINT-GERMAIN-DU-PLAIN;2022-09-30;39;0;2458
298811;71421;SAINT-GERMAIN-EN-BRIONNAIS;2022-06-30;1;0;202
298812;71422;SAINT-GERMAIN-LÈS-BUXY;2022-03-31;6;0;294
298816;71423;SAINT-GERVAIS-EN-VALLIÈRE;2023-03-31;6;0;449
298822;71424;SAINT-GERVAIS-SUR-COUCHES;2023-03-31;3;0;276
298835;71427;SAINT-HURUGE;2023-03-31;0;0;67
298838;71428;SAINT-IGNY-DE-ROCHE;2022-12-31;5;0;780
298844;71430;SAINT-JEAN-DE-VAUX;2023-03-31;5;0;450
298849;71431;SAINT-JEAN-DE-TRÉZY;2023-03-31;6;0;415
298850;71433;SAINT-JULIEN-DE-CIVRY;2021-12-31;4;0;592
298854;71434;SAINT-JULIEN-DE-JONZY;2022-12-31;2;0;394
298858;71435;SAINT-JULIEN-SUR-DHEUNE;2023-03-31;2;0;293
298859;71437;SAINT-LAURENT-EN-BRIONNAIS;2021-12-31;0;0;443
298862;71438;SAINT-LÉGER-DU-BOIS;2022-12-31;2;0;757
298866;71439;SAINT-LÉGER-LÈS-PARAY;2022-09-30;4;0;748
298869;71440;SAINT-LÉGER-SOUS-BEUVRAY;2023-03-31;3;0;475
298872;71441;SAINT-LÉGER-SOUS-LA-BUSSIÈRE;2023-03-31;2;0;267
298874;71442;SAINT-LÉGER-SUR-DHEUNE;2022-06-30;17;0;1763
298878;71443;SAINT-LOUP-GÉANGES;2022-12-31;31;0;1642
298883;71444;SAINT-LOUP-DE-VARENNES;2023-03-31;20;0;1397
298887;71446;SAINT-MARCELIN-DE-CRAY;2022-06-30;2;0;213
298890;71447;SAINT-MARD-DE-VAUX;2022-09-30;1;0;328
298892;71448;SAINT-MARTIN-BELLE-ROCHE;2023-03-31;16;0;1498
298896;71449;SAINT-MARTIN-D'AUXY;2022-12-31;6;0;174
298898;71450;SAINT-MARTIN-DE-COMMUNE;2023-03-31;2;0;150
298900;71451;SAINT-MARTIN-DE-LIXY;2022-09-30;1;0;109
298904;71452;SAINT-MARTIN-DE-SALENCEY;2022-12-31;1;0;146
298905;71453;SAINT-MARTIN-DU-LAC;2023-03-31;1;0;304
298913;71455;SAINT-MARTIN-DU-TARTRE;2023-03-31;1;0;218
298916;71456;SAINT-MARTIN-EN-BRESSE;2022-12-31;14;0;2130
298919;71457;SAINT-MARTIN-EN-GÂTINOIS;2022-09-30;4;0;124
298921;71458;SAINT-MARTIN-LA-PATROUILLE;2021-09-30;0;0;90
298925;71459;SAINT-MARTIN-SOUS-MONTAIGU;2022-09-30;5;0;330
298930;71460;SAINT-MAURICE-DE-SATONNAY;2022-12-31;5;0;486
298932;71461;SAINT-MAURICE-DES-CHAMPS;2023-03-31;0;0;78
298933;71462;SAINT-MAURICE-EN-RIVIÈRE;2021-03-31;2;0;564
298935;71463;SAINT-MAURICE-LÈS-CHÂTEAUNEUF;2023-03-31;10;0;678
298938;71464;SAINT-MAURICE-LÈS-COUCHES;2022-09-30;2;0;220
298944;71466;SAINT-NIZIER-SUR-ARROUX;2023-03-31;2;0;148
298947;71468;SAINT-PIERRE-DE-VARENNES;2022-06-30;16;0;1016
298953;71470;SAINT-POINT;2023-03-31;1;0;432
298962;71473;SAINT-RACHO;2022-03-31;2;0;185
298967;71474;SAINTE-RADEGONDE;2022-12-31;1;0;210
298973;71477;SAINT-ROMAIN-SOUS-GOURDON;2022-03-31;2;1;568
298976;71478;SAINT-ROMAIN-SOUS-VERSIGNY;2022-12-31;1;0;105
298979;71479;SAINT-SERNIN-DU-BOIS;2021-09-30;14;0;2035
298983;71480;SAINT-SERNIN-DU-PLAIN;2023-03-31;10;0;712
298984;71481;SAINT-SYMPHORIEN-D'ANCELLES;2022-12-31;10;0;1264
298988;71482;SAINT-SYMPHORIEN-DE-MARMAGNE;2022-09-30;10;0;933
298991;71483;SAINT-SYMPHORIEN-DES-BOIS;2023-03-31;8;0;516
298995;71484;SAINT-USUGE;2022-12-31;10;0;1505
299001;71485;SAINT-VALLERIN;2022-09-30;6;0;343
299012;71489;SAINT-VINCENT-EN-BRESSE;2022-09-30;8;0;685
299016;71490;SAINT-VINCENT-BRAGNY;2023-03-31;15;0;1091
299018;71491;SAINT-YAN;2023-03-31;10;0;1251
299022;71492;SAINT-YTHAIRE;2023-03-31;0;0;193
299026;71493;SAISY;2023-03-31;3;0;436
299029;71494;LA SALLE;2021-12-31;6;0;604
299032;71495;SALORNAY-SUR-GUYE;2022-12-31;5;0;876
299036;71496;SAMPIGNY-LÈS-MARANGES;2022-12-31;3;0;215
299038;71497;SANCÉ;2023-03-31;85;0;2585
299039;71498;SANTILLY;2022-03-31;3;0;176
299042;71499;SANVIGNES-LES-MINES;2022-06-30;25;0;4343
299049;71501;SASSANGY;2023-03-31;2;0;195
299053;71502;SASSENAY;2022-12-31;18;0;1784
299058;71503;SAULES;2022-09-30;2;0;155
299062;71504;SAUNIÈRES;2022-12-31;0;0;86
299065;71505;SAVIANGES;2022-12-31;3;0;105
299067;71506;SAVIGNY-EN-REVERMONT;2022-06-30;11;0;1437
299071;71507;SAVIGNY-SUR-GROSNE;2023-03-31;0;0;226
299075;71508;SAVIGNY-SUR-SEILLE;2022-12-31;2;0;457
299078;71510;SEMUR-EN-BRIONNAIS;2023-03-31;6;0;602
299082;71512;SENNECEY-LE-GRAND;2022-09-30;17;0;3170
299086;71513;SENOZAN;2023-03-31;24;0;1202
299091;71514;SENS-SUR-SEILLE;2022-09-30;6;0;458
299094;71515;SERCY;2022-12-31;2;0;142
299099;71516;SERLEY;2022-06-30;3;0;707
299102;71517;SERMESSE;2022-03-31;0;0;258
299106;71518;SERRIÈRES;2022-09-30;2;0;351
299109;71519;SERRIGNY-EN-BRESSE;2023-03-31;2;0;241
299114;71520;SEVREY;2022-03-31;19;0;1386
299117;71521;SIGY-LE-CHÂTEL;2022-09-30;0;0;115
299120;71522;SIMANDRE;2022-06-30;11;0;1990
299126;71523;SIMARD;2022-12-31;11;0;1340
299133;71524;SIVIGNON;2023-03-31;3;0;212
299138;71525;SOLOGNY;2023-03-31;11;0;651
299142;71526;SOLUTRÉ-POUILLY;2022-12-31;8;0;413
299145;71527;SOMMANT;2023-03-31;2;0;262
299148;71529;SUIN;2022-03-31;0;0;299
299154;71530;SULLY;2023-03-31;6;0;643
299158;71531;LA TAGNIÈRE;2022-09-30;1;0;298
299161;71532;TAIZÉ;2023-03-31;3;0;68
299165;71533;TANCON;2023-03-31;2;0;625
299166;71534;LE TARTRE;2022-12-31;1;0;171
299169;71537;THIL-SUR-ARROUX;2022-03-31;0;0;157
299174;71538;THUREY;2022-12-31;3;0;506
299179;71539;TINTRY;2023-03-31;3;0;128
299187;71541;TORPES;2022-03-31;1;0;447
299190;71542;TOULON-SUR-ARROUX;2023-03-31;14;0;1514
299192;71543;TOURNUS;2021-12-31;52;3;5883
299198;71544;TOUTENANT;2022-12-31;0;0;231
299203;71545;TRAMAYES;2022-03-31;8;0;1055
299206;71546;TRAMBLY;2023-03-31;5;0;460
299208;71547;TRIVY;2022-09-30;3;0;319
299209;71548;TRONCHY;2022-03-31;1;0;272
299211;71549;LA TRUCHÈRE;2022-09-30;1;0;269
299216;71550;UCHIZY;2023-03-31;10;0;1013
299220;71551;UCHON;2023-03-31;4;0;132
299224;71552;UXEAU;2022-09-30;1;0;600
299229;71554;VARENNE-L'ARCONCE;2022-09-30;2;0;150
299232;71555;VARENNES-LE-GRAND;2023-03-31;22;0;2078
299236;71556;VARENNES-LÈS-MÂCON;2022-03-31;7;0;596
299238;71557;VARENNE-SAINT-GERMAIN;2021-03-31;3;0;745
299239;71558;VARENNES-SAINT-SAUVEUR;2020-12-31;6;0;1315
299241;71559;VARENNES-SOUS-DUN;2021-09-30;6;0;699
299244;71561;VAUBAN;2023-03-31;0;0;267
299248;71562;VAUDEBARRIER;2022-09-30;4;0;253
299252;71563;VAUX-EN-PRÉ;2023-03-31;0;0;112
299253;71564;VENDENESSE-LÈS-CHAROLLES;2021-06-30;5;0;844
299256;71565;VENDENESSE-SUR-ARROUX;2021-12-31;4;0;661
299259;71566;VERDUN-SUR-LE-DOUBS;2023-03-31;3;0;1114
299262;71567;VERGISSON;2022-06-30;4;0;284
299265;71568;VÉRISSEY;2023-03-31;1;0;63
299270;71570;VERJUX;2023-03-31;4;0;568
299275;71571;VEROSVRES;2023-03-31;4;0;484
299283;71573;VERSAUGUES;2022-09-30;0;0;258
299286;71574;VERZÉ;2022-12-31;9;0;900
299288;71576;LE VILLARS;2022-09-30;2;0;303
299290;71577;VILLEGAUDIN;2023-03-31;0;0;226
299295;71578;CLUX-VILLENEUVE;2023-03-31;3;0;426
299299;71579;VILLENEUVE-EN-MONTAGNE;2023-03-31;0;0;190
299305;71581;VINDECY;2022-06-30;4;0;315
299308;71582;LA VINEUSE SUR FREGANDE;2022-12-31;12;0;763
299312;71583;VINZELLES;2022-12-31;18;0;804
299314;71585;VIREY-LE-GRAND;2022-03-31;18;0;1666
299320;71586;VIRY;2022-12-31;2;0;300
299325;71588;VITRY-EN-CHAROLLAIS;2023-03-31;26;0;1248
299329;71589;VITRY-SUR-LOIRE;2022-09-30;5;0;470
299332;71590;VOLESVRES;2022-09-30;6;0;662
299336;71591;FLEURVILLE;2023-03-31;9;0;554
299342;72001;AIGNÉ;2022-12-31;34;0;1665
299347;72002;AILLIÈRES-BEAUVOIR;2023-03-31;3;0;266
299354;72004;AMNÉ;2023-03-31;13;0;607
299361;72005;ANCINNES;2022-12-31;10;0;1003
299364;72006;ARÇONNAY;2023-03-31;31;0;1941
299368;72007;ARDENAY-SUR-MÉRIZE;2022-12-31;9;0;586
299372;72008;ARNAGE;2023-03-31;108;0;5757
299374;72009;ARTHEZÉ;2023-03-31;5;0;407
299377;72010;ASNIÈRES-SUR-VÈGRE;2022-09-30;6;0;386
299381;72011;ASSÉ-LE-BOISNE;2023-03-31;6;1;970
299385;72013;AUBIGNÉ-RACAN;2022-12-31;18;0;2456
299386;72016;AUVERS-LE-HAMON;2022-06-30;8;0;1497
299392;72017;AUVERS-SOUS-MONTFAUCON;2022-06-30;2;0;242
299394;72018;AVESNES-EN-SAOSNOIS;2022-09-30;0;0;133
299396;72019;AVESSÉ;2021-12-31;3;0;371
299397;72020;AVEZÉ;2022-09-30;8;0;856
299398;72021;AVOISE;2022-12-31;8;0;658
299402;72022;LE BAILLEUL;2022-12-31;10;0;1276
299403;72023;BALLON-SAINT MARS;2022-12-31;18;0;2261
299405;72024;LA BAZOGE;2022-12-31;61;0;3884
299412;72025;BAZOUGES CRÉ SUR LOIR;2023-03-31;22;0;2204
299414;72026;BEAUFAY;2022-12-31;21;0;1601
299416;72027;BEAUMONT-SUR-DÊME;2022-09-30;2;0;396
299420;72029;BEAUMONT-SUR-SARTHE;2021-12-31;7;0;1755
299423;72031;BEILLÉ;2022-12-31;2;0;570
299426;72032;BERFAY;2023-03-31;3;0;452
299432;72034;BÉRUS;2022-12-31;6;0;523
299434;72035;BESSÉ-SUR-BRAYE;2022-12-31;13;1;2315
299437;72036;BÉTHON;2023-03-31;1;0;330
299440;72037;BLÈVES;2022-09-30;1;0;126
299443;72038;BOËSSÉ-LE-SEC;2022-09-30;1;0;647
299446;72039;BONNÉTABLE;2023-03-31;28;0;4062
299451;72040;LA BOSSE;2023-03-31;2;0;168
299454;72041;BOUËR;2022-09-30;1;0;358
299457;72042;BOULOIRE;2022-12-31;16;0;2278
299459;72043;BOURG-LE-ROI;2022-09-30;2;0;344
299464;72044;BOUSSE;2022-06-30;2;0;479
299470;72045;BRAINS-SUR-GÉE;2023-03-31;17;0;786
299473;72046;LE BREIL-SUR-MÉRIZE;2022-09-30;11;0;1701
299476;72047;BRETTE-LES-PINS;2022-09-30;20;0;2215
299482;72048;BRIOSNE-LÈS-SABLES;2022-12-31;2;0;580
299485;72049;LA BRUÈRE-SUR-LOIR;2022-09-30;3;0;307
299492;72050;BRÛLON;2023-03-31;27;0;1554
299495;72051;CÉRANS-FOULLETOURTE;2022-12-31;39;0;3494
299496;72052;CHAHAIGNES;2022-06-30;7;0;811
299503;72053;CHALLES;2023-03-31;14;0;1355
299507;72054;CHAMPAGNÉ;2023-03-31;46;0;3951
299509;72056;CHAMPFLEUR;2021-12-31;13;0;1356
299512;72057;CHAMPROND;2023-03-31;1;0;97
299521;72059;CHANTENAY-VILLEDIEU;2023-03-31;6;0;924
299523;72060;LA CHAPELLE-AUX-CHOUX;2023-03-31;0;0;339
299526;72061;LA CHAPELLE-D'ALIGNÉ;2022-09-30;22;0;1739
299528;72062;LA CHAPELLE-DU-BOIS;2022-12-31;7;0;983
299530;72064;LA CHAPELLE-HUON;2023-03-31;1;0;620
299534;72065;LA CHAPELLE-SAINT-AUBIN;2022-12-31;51;0;2418
299536;72066;LA CHAPELLE-SAINT-FRAY;2022-03-31;4;0;469
299541;72067;LA CHAPELLE-SAINT-RÉMY;2022-06-30;4;0;1136
299545;72068;LA CHARTRE-SUR-LE-LOIR;2022-03-31;13;0;1485
299547;72071;MONTVAL-SUR-LOIR;2022-06-30;51;0;5902
299552;72072;CHÂTEAU-L'HERMITAGE;2022-06-30;5;0;285
299556;72073;CHAUFOUR-NOTRE-DAME;2022-09-30;13;0;1182
299560;72074;CHEMIRÉ-EN-CHARNIE;2022-12-31;0;0;250
299563;72075;CHEMIRÉ-LE-GAUDIN;2021-09-30;8;0;1156
299568;72077;CHENU;2022-09-30;2;0;559
299577;72079;CHÉRISAY;2022-12-31;4;0;348
299583;72080;CHERRÉ-AU;2023-03-31;49;0;3177
299584;72083;CHEVILLÉ;2021-06-30;2;0;397
299590;72084;CLERMONT-CRÉANS;2023-03-31;19;0;1420
299593;72085;COGNERS;2022-12-31;3;0;255
299598;72086;COMMERVEIL;2023-03-31;3;0;174
299601;72087;CONFLANS-SUR-ANILLE;2023-03-31;3;0;587
299605;72088;CONGÉ-SUR-ORNE;2022-12-31;2;0;414
299610;72089;CONLIE;2022-09-30;18;0;1961
299611;72090;CONNERRÉ;2021-03-31;8;0;2745
299612;72091;CONTILLY;2022-12-31;0;0;199
299617;72093;CORMES;2023-03-31;6;0;1055
299619;72094;COUDRECIEUX;2022-12-31;11;0;797
299624;72095;COULAINES;2022-03-31;44;1;5941
299629;72096;COULANS-SUR-GÉE;2023-03-31;23;0;1640
299630;72098;COULONGÉ;2021-12-31;1;0;610
299633;72099;COURCEBOEUFS;2022-06-30;3;0;670
299637;72100;COURCELLES-LA-FORÊT;2022-12-31;2;0;465
299639;72101;COURCEMONT;2021-06-30;1;0;769
299642;72102;COURCIVAL;2022-09-30;0;0;123
299647;72104;COURGAINS;2023-03-31;3;0;711
299649;72105;COURGENARD;2022-12-31;2;0;525
299654;72106;COURTILLERS;2023-03-31;10;0;947
299658;72107;CRANNES-EN-CHAMPAGNE;2022-09-30;5;0;414
299662;72109;CRISSÉ;2022-09-30;4;0;652
299668;72110;CROSMIÈRES;2022-12-31;8;0;1011
299672;72111;CURES;2023-03-31;9;0;600
299677;72112;DANGEUL;2023-03-31;6;0;605
299683;72113;DEGRÉ;2023-03-31;22;0;854
299689;72114;DEHAULT;2023-03-31;1;0;328
299693;72115;DISSAY-SOUS-COURCILLON;2022-12-31;10;0;1101
299697;72118;DOLLON;2023-03-31;22;0;1642
299700;72119;DOMFRONT-EN-CHAMPAGNE;2021-12-31;2;0;1177
299703;72120;DOUCELLES;2022-03-31;1;0;269
299706;72121;DOUILLET;2022-06-30;2;0;397
299709;72122;DUNEAU;2021-09-30;5;0;1093
299711;72123;DUREIL;2021-12-31;0;0;76
299712;72124;ÉCOMMOY;2020-12-31;23;0;5068
299715;72125;ÉCORPAIN;2022-06-30;3;0;413
299719;72126;ÉPINEU-LE-CHEVREUIL;2022-09-30;3;0;372
299725;72127;ÉTIVAL-LÈS-LE-MANS;2023-03-31;44;0;2110
299726;72128;VAL D'ÉTANGSON;2021-06-30;1;0;635
299730;72129;FATINES;2022-12-31;9;0;935
299738;72131;FERCÉ-SUR-SARTHE;2023-03-31;11;0;680
299741;72132;LA FERTÉ-BERNARD;2022-03-31;82;0;8197
299745;72133;FILLÉ;2022-12-31;27;0;1694
299747;72134;FLÉE;2022-09-30;5;0;626
299751;72135;LA FONTAINE-SAINT-MARTIN;2022-09-30;7;0;720
299752;72136;FONTENAY-SUR-VÈGRE;2022-12-31;3;0;356
299755;72137;VILLENEUVE-EN-PERSEIGNE;2021-09-30;19;0;2492
299758;72138;FRESNAY-SUR-SARTHE;2022-03-31;12;0;3108
299761;72139;FYÉ;2022-09-30;11;0;1088
299764;72141;GESNES-LE-GANDELIN;2022-12-31;11;0;1029
299770;72143;LE GRAND-LUCÉ;2022-09-30;10;0;1978
299773;72144;GRÉEZ-SUR-ROC;2022-03-31;0;0;449
299775;72145;LE GREZ;2022-06-30;2;0;407
299780;72146;GUÉCÉLARD;2022-12-31;52;0;3303
299784;72147;LA GUIERCHE;2022-03-31;6;0;1299
299787;72148;JAUZÉ;2022-12-31;1;0;114
299791;72149;JOUÉ-EN-CHARNIE;2022-12-31;9;0;721
299793;72150;JOUÉ-L'ABBÉ;2022-03-31;14;0;1355
299797;72151;JUIGNÉ-SUR-SARTHE;2022-12-31;10;0;1266
299806;72153;JUPILLES;2022-09-30;3;0;764
299812;72154;LA FLÈCHE;2023-03-31;147;7;14173
299815;72155;LAIGNÉ-EN-BELIN;2022-06-30;21;0;2476
299817;72156;LAMNAY;2022-12-31;4;0;1096
299822;72157;LAVARDIN;2023-03-31;10;0;827
299827;72158;LAVARÉ;2022-12-31;4;0;968
299829;72160;LAVERNAT;2021-09-30;4;0;692
299833;72161;LHOMME;2022-06-30;8;0;1043
299836;72163;LIGRON;2022-12-31;3;0;567
299840;72164;LIVET-EN-SAOSNOIS;2023-03-31;0;0;81
299843;72165;LOMBRON;2021-12-31;15;0;2278
299850;72167;LOUAILLES;2022-12-31;7;0;801
299852;72168;LOUÉ;2021-09-30;14;0;2068
299856;72169;LOUPLANDE;2022-06-30;15;0;1590
299859;72170;LOUVIGNY;2022-12-31;1;0;203
299860;72171;LOUZES;2021-09-30;0;0;134
299863;72172;LE LUART;2022-12-31;9;0;1496
299865;72173;LUCEAU;2023-03-31;13;0;1420
299869;72174;LUCÉ-SOUS-BALLON;2023-03-31;0;0;146
299872;72175;LUCHÉ-PRINGÉ;2023-03-31;17;0;1674
299879;72176;LE LUDE;2022-12-31;20;0;4355
299880;72177;MAIGNÉ;2022-06-30;3;0;387
299887;72179;MALICORNE-SUR-SARTHE;2022-09-30;17;0;1916
299889;72180;MAMERS;2023-03-31;41;0;4947
299891;72181;LE MANS;2021-12-31;1212;5;119685
299895;72182;MANSIGNÉ;2022-12-31;13;0;1706
299897;72183;MARÇON;2023-03-31;9;0;1138
299903;72184;MAREIL-EN-CHAMPAGNE;2023-03-31;8;0;432
299905;72185;MAREIL-SUR-LOIR;2023-03-31;4;0;675
299908;72186;MARESCHÉ;2022-03-31;5;0;969
299909;72187;MARIGNÉ-LAILLÉ;2023-03-31;16;0;1945
299914;72188;MAROLLETTE;2022-12-31;3;0;204
299916;72189;MAROLLES-LES-BRAULTS;2022-03-31;20;0;2128
299918;72190;MAROLLES-LÈS-SAINT-CALAIS;2022-03-31;3;0;356
299923;72191;MAYET;2022-12-31;23;0;3320
299928;72192;LES MÉES;2023-03-31;0;0;119
299931;72193;MELLERAY;2022-12-31;1;0;523
299932;72194;MEURCÉ;2022-06-30;1;0;323
299934;72195;MÉZERAY;2021-12-31;15;0;2036
299938;72196;MÉZIÈRES-SUR-PONTHOUIN;2022-09-30;5;0;844
299939;72197;MÉZIÈRES-SOUS-LAVARDIN;2022-06-30;7;0;724
299942;72198;LA MILESSE;2022-09-30;38;0;2497
299946;72199;MOITRON-SUR-SARTHE;2023-03-31;3;0;302
299947;72200;MONCÉ-EN-BELIN;2022-12-31;65;0;3813
299951;72201;MONCÉ-EN-SAOSNOIS;2022-12-31;0;0;347
299952;72202;MONHOUDOU;2023-03-31;3;0;265
299958;72204;MONTAILLÉ;2022-12-31;4;0;645
299960;72205;MONTBIZOT;2023-03-31;19;0;1783
299964;72208;MONTMIRAIL;2022-12-31;0;0;384
299965;72209;MONTREUIL-LE-CHÉTIF;2022-09-30;0;0;362
299967;72210;MONTREUIL-LE-HENRI;2023-03-31;3;1;354
299973;72212;MOULINS-LE-CARBONNEL;2021-03-31;1;0;785
299976;72213;MULSANNE;2022-12-31;83;0;5211
299979;72214;NAUVAY;2022-09-30;0;0;22
299982;72215;NEUFCHÂTEL-EN-SAOSNOIS;2022-09-30;9;0;1094
299990;72216;NEUVILLALAIS;2023-03-31;6;0;649
299994;72217;NEUVILLE-SUR-SARTHE;2022-12-31;31;0;2650
299998;72218;NEUVILLETTE-EN-CHARNIE;2022-12-31;3;0;381
299999;72219;BERNAY-NEUVY-EN-CHAMPAGNE;2022-09-30;8;0;938
300004;72220;NOGENT-LE-BERNARD;2023-03-31;7;0;1046
300008;72221;NOGENT-SUR-LOIR;2022-06-30;1;0;428
300010;72222;NOUANS;2022-03-31;3;0;356
300015;72223;NOYEN-SUR-SARTHE;2022-09-30;14;0;2604
300016;72224;NUILLÉ-LE-JALAIS;2023-03-31;2;0;600
300018;72225;OISSEAU-LE-PETIT;2023-03-31;7;0;751
300019;72226;OIZÉ;2022-09-30;13;0;1415
300022;72227;PANON;2022-09-30;0;0;41
300027;72228;PARCÉ-SUR-SARTHE;2023-03-31;21;1;2043
300031;72229;PARENNES;2022-06-30;0;0;540
300034;72230;PARIGNÉ-LE-PÔLIN;2023-03-31;20;0;1204
